"Name","Type","Write","Description","Object Default","Version"
"Device.LocalAgent.Request.{i}.","object(0:)","R","Device.LocalAgent.Request.{i}. instances are created using USP Operate messages. Only Operate messages with async=true will create a Device.LocalAgent.Request.{i}. instance in the data model.
When the command of the Operate completes, then this Device.LocalAgent.Request.{i}. instance is removed from this table.
At most one entry in this table can exist with the same values for all of Originator, Command and CommandKey, or with a given value for Alias.","-","2.12"
"Device.Standby.","object","R","Capabilities of a Device as it pertains to entering a standby state.","-","2.12"
"Device.SoftwareModules.","object","R","Top level object for dynamically managed software applications.","-","2.1"
"Device.SoftwareModules.ExecEnv.{i}.","object(0:)","R","The Execution Environments that are available on the device, along with their properties and configurable settings.
At most one entry in this table can exist with a given value for Alias, or with a given value for Name.","-","2.1"
"Device.SoftwareModules.DeploymentUnit.{i}.","object(0:)","R","This table serves as the Deployment Unit inventory and contains status information about each Deployment Unit.
A new instance of this table gets created during the installation of a Software Module.
At most one entry in this table can exist with the same values for all of UUID, Version and ExecutionEnvRef, or with a given value for Alias.","-","2.1"
"Device.SoftwareModules.ExecutionUnit.{i}.","object(0:)","R","This table serves as the Execution Unit inventory and contains both status information about each Execution Unit as well as configurable parameters for each Execution Unit.
Each DeploymentUnit that is installed can have zero or more Execution Units.
Once a Deployment Unit is installed it populates this table with its contained Execution Units.
When the Deployment Unit (that caused this Device.SoftwareModules.ExecutionUnit.{i}. to come into existence) is updated, this instance MAY be removed and new instances MAY come into existence. While the Deployment Unit (that caused this Device.SoftwareModules.ExecutionUnit.{i}. to come into existence) is being updated, all Device.SoftwareModules.ExecutionUnit.{i}. instances associated with the Deployment Unit will be stopped until the update is complete at which time they will be restored to the state that they were in before the update started.
When the Deployment Unit (that caused this Device.SoftwareModules.ExecutionUnit.{i}. to come into existence) is uninstalled, this instance is removed.
Each Device.SoftwareModules.ExecutionUnit.{i}. MAY also contain a set of vendor specific parameters displaying status and maintaining configuration that reside under the Extensions object.
At most one entry in this table can exist with a given value for EUID, or with a given value for Alias.","-","2.1"
"Device.SoftwareModules.ExecutionUnit.{i}.Extensions.","object","R","This object proposes a general location for vendor extensions specific to this Execution Unit, which allows multiple Execution Units to expose parameters without the concern of conflicting parameter names. These vendor extensions are related to displaying status and maintaining configuration for this Execution Unit.
It is also possible for the Execution Unit to expose status and configuration parameters within Service objects or as embedded objects and parameters directly within the root data model, in which case the combination of References and use of GetSupportDM and GetInstances USP messages will be used to determine their locations.","-","2.12"
"Device.ProxiedDevice.{i}.","object(0:)","R","Each entry in the table is a ProxiedDevice object that is a mount point. Each ProxiedDevice represents distinct hardware Devices. ProxiedDevice objects are virtual and abstracted representation of functionality, that exists on hardware other than that which the Agent is running.
This object is a mount point, under which mountable objects can be mounted.
At most one entry in this table can exist with a given value for Alias.","-","2.12"
"Device.ProxiedDevice.{i}.Node.{i}.","object(0:)","R","Each Node instance represents distinct functional devices, which are virtual and abstracted representation of functionality.
This object is a mount point, under which mountable objects can be mounted.
At most one entry in this table can exist with a given value for Alias.","-","2.13"
"Device.CWMPManagementServer.","object","R","","-","2.15"
"Device.STOMP.","object","R","The Device.STOMP. represents the STOMP capabilities of the device as described in [TR-369].","-","2.12"
"Device.STOMP.Connection.{i}.","object(0:)","W","The Device.STOMP.Connection.{i}. represents a STOMP connection between the Agent and a STOMP server.
At most one entry in this table can exist with the same values for all of Host, Username and VirtualHost, or with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Host, Username and Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.IoTCapability.{i}.","object(0:)","R","This list of IoT capability objects.
At most one entry in this table can exist with a given value for Alias, or with a given value for Name.","-","2.13"
"Device.IoTCapability.{i}.BinaryControl.","object","R","This capability provides a boolean function that is mapped to the type of function it represents.
E.g. If the instance represents a door lock (Type is Locked), a Value of true says the door lock is locked.","-","2.13"
"Device.IoTCapability.{i}.LevelControl.","object","R","LevelController is used to model a control with a range of continuous states.
These values are configurable via Value and measured in Unit and are restricted between a Min and Max values.
Intensity profile - Value of intensity and ability to update that level through StepUp() and StepDown() commands with a configurable StepValue.","-","2.13"
"Device.IoTCapability.{i}.EnumControl.","object","R","The EnumControl reflects the Enumerated level Control functionality.
The enumeration is defined by the ValidValues parameter. This will provide a comma-separated list of values that are available for configuring via the Value parameter.","-","2.13"
"Device.IoTCapability.{i}.BinarySensor.","object","R","BinarySensor is used to reflect the functionality of a sensor that reports a Value. The Sensitivity configures the degree of sensitivity that the sensor uses for detection.
Timed BinarySensor profile - To provide the ability to add time based control over the Value attribute. How long the Value remains true is controlled by the HoldTime. RestTime controls how soon, after being activated, the sensor will respond to continuous events.","-","2.13"
